project_id,site,transect,survey_date,image_id,image_file,image_path,point_id,cpce_x,cpce_y,cpce_width,cpce_height,image_width,image_height,x_px,y_px,raw_code,raw_label,full_label,clean_label,label_class,major_category,ml_class,class_id,reviewer,notes,cpce_note_type,cpc_file,codefile_path,cpce_image_path,cpce_header_width,cpce_header_height,roi_x_min,roi_x_max,roi_y_min,roi_y_max,include_in_analysis,include_in_ml,color_hex
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,38,14517,21184,45581.55,28658.92,3040,1912,968,1413,PEFL,PEFL,Peyssonnelia flavescens,Peyssonnelia flavescens,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,39,16820,23825,45581.55,28658.92,3040,1912,1122,1590,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,40,17131,26260,45581.55,28658.92,3040,1912,1143,1752,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,41,20146,2743,45581.55,28658.92,3040,1912,1344,183,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,42,19373,5008,45581.55,28658.92,3040,1912,1292,334,PEYS,PEYS,Peyssonnelia,Peyssonnelia,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,43,19104,6703,45581.55,28658.92,3040,1912,1274,447,PEYS,PEYS,Peyssonnelia,Peyssonnelia,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,44,19197,9568,45581.55,28658.92,3040,1912,1280,638,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,45,22198,13446,45581.55,28658.92,3040,1912,1480,897,SPO,SPO,Sponge,Sponge,subcategory,SPONGES (S),SPONGES (S),2,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#3399ff
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,46,22157,16929,45581.55,28658.92,3040,1912,1478,1129,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,47,19589,18911,45581.55,28658.92,3040,1912,1306,1262,LOBO,LOBO,Lobophora variegata,Lobophora variegata,subcategory,MACROALGAE (MA),MACROALGAE (MA),4,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#33cc66
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,48,20470,21469,45581.55,28658.92,3040,1912,1365,1432,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,49,19918,23036,45581.55,28658.92,3040,1912,1328,1537,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,50,21794,27732,45581.55,28658.92,3040,1912,1454,1850,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,51,26091,2582,45581.55,28658.92,3040,1912,1740,172,PEFL,PEFL,Peyssonnelia flavescens,Peyssonnelia flavescens,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,52,24199,2966,45581.55,28658.92,3040,1912,1614,198,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,53,23195,6030,45581.55,28658.92,3040,1912,1547,402,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,54,24984,10679,45581.55,28658.92,3040,1912,1666,712,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,55,24425,14178,45581.55,28658.92,3040,1912,1629,946,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,56,26802,16153,45581.55,28658.92,3040,1912,1788,1078,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,57,25673,19165,45581.55,28658.92,3040,1912,1712,1279,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,58,26475,22701,45581.55,28658.92,3040,1912,1766,1515,SPO,SPO,Sponge,Sponge,subcategory,SPONGES (S),SPONGES (S),2,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#3399ff
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,59,25992,25415,45581.55,28658.92,3040,1912,1734,1696,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,60,25325,26665,45581.55,28658.92,3040,1912,1689,1779,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,61,27650,1330,45581.55,28658.92,3040,1912,1844,89,PEFL,PEFL,Peyssonnelia flavescens,Peyssonnelia flavescens,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,62,27453,4755,45581.55,28658.92,3040,1912,1831,317,CALG,CALG,Coralline algae,Coralline algae,subcategory,CORALLINE ALGAE (CA),CORALLINE ALGAE (CA),7,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#8b0000
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,63,29067,6934,45581.55,28658.92,3040,1912,1939,463,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,64,30749,10464,45581.55,28658.92,3040,1912,2051,698,P,P,Pavement,Pavement,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,65,31480,12357,45581.55,28658.92,3040,1912,2100,824,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,66,29399,17153,45581.55,28658.92,3040,1912,1961,1144,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,67,29671,19352,45581.55,28658.92,3040,1912,1979,1291,TURF,TURF,Turf,Turf,subcategory,MACROALGAE (MA),MACROALGAE (MA),4,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#33cc66
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,68,29556,21788,45581.55,28658.92,3040,1912,1971,1454,TURF,TURF,Turf,Turf,subcategory,MACROALGAE (MA),MACROALGAE (MA),4,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#33cc66
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,69,29354,24289,45581.55,28658.92,3040,1912,1958,1620,PEYS,PEYS,Peyssonnelia,Peyssonnelia,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,70,30485,26673,45581.55,28658.92,3040,1912,2033,1780,S,S,Sand,Sand,subcategory,"SAND, PAVEMENT, RUBBLE (SPR)","SAND, PAVEMENT, RUBBLE (SPR)",8,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#d8c28a
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,71,35759,1434,45581.55,28658.92,3040,1912,2385,96,LOBO,LOBO,Lobophora variegata,Lobophora variegata,subcategory,MACROALGAE (MA),MACROALGAE (MA),4,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#33cc66
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,72,35144,4100,45581.55,28658.92,3040,1912,2344,274,SS,SS,Siderastrea siderea,Siderastrea siderea,subcategory,CORAL (C),CORAL (C),0,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#ff4d4d
NA,Hole in the Wall,HIW_158_W_U-1,NA,HIW_158_W_U-1,HIW_158_W_U-1.jpg,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.jpg,73,36298,7247,45581.55,28658.92,3040,1912,2421,483,PEYS,PEYS,Peyssonnelia,Peyssonnelia,subcategory,PEYSSONNELIACEAE,PEYSSONNELIACEAE,5,NA,NA,Notes,/Users/ec/Documents/Data/PointCoralPackage/pointcoral/inst/extdata/HIW_158_W_U-1.cpc,C:\PROGRA~1\CPCe36\SHALLO~1.TXT,E:\Trasects June 09\Deep Cres\Hole in the Wall\48 meters\HIW_158_W_U-1.jpg,45600,28680,0,45581.55,0,28658.92,TRUE,TRUE,#cc3366
